id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4712,12774721,Morgan,Manhattan,Upper East Side,40.76884,-73.95826,Entire home/apt,250,1,4,03/01/2016,0.07,1,0
4713,175694,Mia,Brooklyn,Bedford-Stuyvesant,40.6979,-73.94126,Entire home/apt,150,1,0,,,1,0
4714,16751902,Asher,Manhattan,Upper West Side,40.80048,-73.96621,Private room,44,1,2,30/06/2016,0.05,1,0
4715,9306976,Aaron,Brooklyn,Greenpoint,40.73535,-73.9565,Private room,69,2,25,12/02/2019,0.47,2,125
4716,1498951,Yolanda,Brooklyn,Bushwick,40.70247,-73.92061,Private room,65,1,0,,,1,5
4717,7640229,Lihi,Brooklyn,Flatbush,40.65376,-73.95336,Entire home/apt,90,7,4,18/05/2016,0.07,1,0
4718,1442768,Carolina,Brooklyn,East Flatbush,40.64082,-73.94818,Entire home/apt,125,4,10,27/08/2016,0.17,1,0
4719,18566028,Kitt,Brooklyn,Flatbush,40.6532,-73.96216,Entire home/apt,78,18,11,03/08/2015,0.2,1,0
4720,16777963,Dave,Manhattan,Chinatown,40.71556,-73.99234,Entire home/apt,785,2,85,30/06/2019,1.52,1,331
4721,16782573,Dorina,Queens,Middle Village,40.71347,-73.88199,Entire home/apt,99,3,160,05/07/2019,2.65,4,299
4722,11827364,Cris,Queens,Sunnyside,40.73873,-73.92435,Private room,74,30,9,24/08/2018,0.16,1,76
4723,16789954,Fate,Manhattan,Upper West Side,40.7995,-73.96965,Entire home/apt,130,4,2,02/01/2018,0.06,1,0
4724,16790098,Shawn & Christine,Queens,Woodside,40.74549,-73.90872,Entire home/apt,105,2,216,18/06/2019,3.54,1,70
4725,3053578,Natalie,Manhattan,Upper West Side,40.79921,-73.96704,Entire home/apt,145,7,6,06/10/2016,0.1,1,0
4726,16805656,Fernando,Manhattan,Upper West Side,40.79893,-73.96249,Private room,90,1,146,23/06/2019,2.67,2,40
4727,3840659,Alicia And Jamie,Brooklyn,Bedford-Stuyvesant,40.6851,-73.95655,Entire home/apt,215,4,14,05/04/2018,0.23,1,0
4728,16826094,Jeremy,Manhattan,East Harlem,40.78728,-73.94976,Entire home/apt,100,3,1,15/05/2016,0.03,1,0
4729,16834792,Louis,Brooklyn,Prospect-Lefferts Gardens,40.65752,-73.95728,Entire home/apt,92,5,192,06/07/2019,3.14,2,281
4730,16838156,Mark,Manhattan,Kips Bay,40.73953,-73.98009,Entire home/apt,185,29,5,03/07/2018,0.08,1,2
4731,3655542,Alexis,Brooklyn,Boerum Hill,40.68732,-73.98254,Entire home/apt,1000,4,0,,,1,0
4732,15689833,Whitney,Manhattan,Chelsea,40.74259,-74.00128,Entire home/apt,160,4,11,02/01/2017,0.18,1,1
4733,7245581,Michael,Manhattan,Chelsea,40.75045,-73.99662,Entire home/apt,93,110,12,18/02/2019,0.26,19,329
4734,2119276,Host,Manhattan,West Village,40.73316,-74.00632,Entire home/apt,300,30,13,20/05/2019,0.24,39,291
4735,1558222,Nikki,Brooklyn,Greenpoint,40.72285,-73.95192,Private room,75,1,3,19/10/2015,0.05,3,0
4736,16872923,Spencer,Manhattan,Chelsea,40.74934,-74.00274,Entire home/apt,370,1,8,28/08/2014,0.13,1,365
4737,16874459,Nicole,Manhattan,Kips Bay,40.74369,-73.98153,Entire home/apt,425,2,4,14/09/2015,0.07,1,0
4738,10457196,Richard,Brooklyn,South Slope,40.6674,-73.98273,Entire home/apt,200,30,4,28/06/2019,0.18,11,282
4739,16879147,Alejandro,Manhattan,Midtown,40.75958,-73.96231,Private room,125,2,55,27/06/2019,0.89,1,348
4740,1290508,Robert,Manhattan,Chelsea,40.74646,-73.99678,Entire home/apt,179,10,1,03/01/2017,0.03,1,0
4741,16883036,Karen,Brooklyn,Bushwick,40.69893,-73.91549,Private room,46,2,55,02/01/2019,1.24,1,346
4742,19402,Susanna,Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,5,37,26/04/2019,0.76,1,86
4743,12556197,Rez,Brooklyn,Crown Heights,40.66959,-73.95664,Private room,52,4,37,04/03/2017,0.6,2,0
4744,455017,Lauren,Manhattan,Washington Heights,40.83473,-73.93706,Private room,80,1,1,25/05/2019,0.67,1,351
4745,317692,Tara,Brooklyn,Boerum Hill,40.68687,-73.98472,Entire home/apt,120,2,4,27/09/2015,0.08,1,0
4746,16916853,Olga,Brooklyn,Sheepshead Bay,40.58527,-73.93534,Entire home/apt,300,5,8,09/01/2017,0.13,2,363
4747,8882019,Katherine,Brooklyn,Brooklyn Heights,40.69846,-73.99312,Private room,110,2,1,01/10/2015,0.02,1,189
4748,16926937,Johanna,Brooklyn,South Slope,40.66691,-73.98507,Entire home/apt,200,1,4,27/04/2019,0.07,1,0
4749,4319841,Maria,Brooklyn,Windsor Terrace,40.65181,-73.97648,Entire home/apt,75,5,9,10/08/2017,0.16,1,0
4750,16942970,Caleb,Manhattan,Upper East Side,40.76649,-73.96453,Entire home/apt,200,5,49,02/12/2018,0.84,1,25
4751,16947051,Cayla,Manhattan,Chelsea,40.74722,-74.00466,Entire home/apt,300,3,11,17/04/2016,0.19,1,0
4752,16948705,Berhani,Manhattan,Harlem,40.81742,-73.95358,Private room,22,10,3,08/08/2015,0.05,1,0
4753,7503643,Vida,Brooklyn,Greenpoint,40.72428,-73.94348,Entire home/apt,129,30,15,30/06/2019,0.27,52,157
4754,16962600,Debris,Manhattan,Lower East Side,40.71866,-73.98592,Entire home/apt,125,7,4,30/01/2015,0.07,1,0
4755,16968100,Sandra,Brooklyn,East Flatbush,40.65284,-73.94413,Private room,150,1,0,,,1,299
4756,16968641,Tanya,Manhattan,Upper East Side,40.77486,-73.94857,Entire home/apt,185,5,18,20/05/2019,0.3,1,31
4757,16989237,Aleksandra,Brooklyn,Williamsburg,40.71626,-73.95795,Entire home/apt,158,4,17,24/07/2017,0.28,1,0
4758,4044499,Alexander,Brooklyn,Flatbush,40.65287,-73.96353,Private room,30,1,0,,,1,0
4759,5783747,Kathrine,Brooklyn,Fort Greene,40.68981,-73.97768,Entire home/apt,316,3,29,23/06/2019,0.49,1,6
4760,16106756,Michael,Brooklyn,Park Slope,40.67978,-73.97458,Entire home/apt,175,3,176,26/06/2019,2.88,1,0
4761,17000648,Michael,Queens,Astoria,40.7743,-73.92579,Entire home/apt,97,3,33,02/01/2016,0.65,1,0
4762,17001535,Paul,Manhattan,Hell's Kitchen,40.75524,-73.99839,Entire home/apt,175,1,1,24/09/2014,0.02,1,347
4763,1910452,Thuy,Brooklyn,Williamsburg,40.70586,-73.94135,Shared room,60,1,0,,,2,0
4764,17003476,Catherine,Brooklyn,Crown Heights,40.67591,-73.93985,Private room,72,3,6,15/06/2016,0.1,1,83
4765,17015217,Peter,Brooklyn,Bedford-Stuyvesant,40.68753,-73.93656,Entire home/apt,175,5,82,01/01/2019,1.41,1,0
4766,1283991,Loubna,Manhattan,Upper West Side,40.78818,-73.97133,Entire home/apt,225,3,0,,,1,0
4767,17018997,Paul,Brooklyn,Flatbush,40.64615,-73.9641,Entire home/apt,85,5,1,03/07/2017,0.04,1,0
4768,7549,Ben,Manhattan,Lower East Side,40.71307,-73.99025,Entire home/apt,150,1,60,25/06/2019,1,4,188
4769,2377104,Hannah,Brooklyn,Williamsburg,40.71122,-73.94985,Entire home/apt,225,2,257,23/06/2019,4.21,2,179
4770,17032761,Julia,Manhattan,Midtown,40.76423,-73.98187,Private room,400,7,5,30/12/2017,0.09,1,0
4771,2042864,Anna,Brooklyn,Williamsburg,40.70926,-73.94673,Private room,125,4,14,20/03/2018,0.3,1,0
4772,17036912,Julia,Brooklyn,Crown Heights,40.66911,-73.94824,Entire home/apt,200,3,153,24/06/2019,2.64,1,260
4773,3463555,David,Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,88,2,0,,,1,0
4774,6273146,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,1,0,,,1,0
4775,13535952,Nastassia,Manhattan,Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0,,,1,0
4776,9317567,Suzy,Queens,Ridgewood,40.70026,-73.90721,Entire home/apt,89,10,10,18/03/2019,0.18,1,222
4777,908514,David,Manhattan,Kips Bay,40.73873,-73.981,Entire home/apt,165,2,25,27/05/2019,0.41,1,0
4778,6146050,Victoria,Manhattan,Financial District,40.70885,-74.002,Private room,84,15,0,,,2,0
4779,4185064,Paulina,Brooklyn,Williamsburg,40.71649,-73.96166,Entire home/apt,285,1,89,23/06/2019,1.47,2,110
4780,17087544,Hannah,Brooklyn,Windsor Terrace,40.64846,-73.97338,Entire home/apt,150,4,26,15/09/2015,0.44,1,0
4781,2468616,Arika,Brooklyn,Crown Heights,40.66955,-73.95027,Private room,70,2,10,08/06/2019,0.16,2,68
4782,15310997,Mor,Manhattan,Upper East Side,40.78193,-73.94884,Entire home/apt,300,30,3,30/11/2017,0.05,9,365
4783,3435970,Reno,Brooklyn,Brooklyn Heights,40.691,-73.99467,Entire home/apt,220,5,3,04/11/2018,0.13,1,186
4784,3542562,Jana,Manhattan,Harlem,40.82491,-73.94774,Entire home/apt,149,31,0,,,4,77
4785,8597778,Nadine,Manhattan,West Village,40.73817,-74.00274,Entire home/apt,249,3,6,11/08/2016,0.1,1,0
4786,2443535,Avraham,Brooklyn,Crown Heights,40.67321,-73.93093,Entire home/apt,90,7,0,,,1,0
4787,10657357,Ivan,Manhattan,Washington Heights,40.83367,-73.94298,Private room,69,3,18,04/05/2019,0.29,4,270
4788,12057272,Nicky,Brooklyn,Greenpoint,40.71959,-73.95153,Entire home/apt,120,30,77,16/05/2016,1.3,1,3
4789,17125263,Mario,Manhattan,East Harlem,40.80174,-73.93925,Private room,69,2,60,29/06/2019,1.05,2,271
4790,10657357,Ivan,Manhattan,Harlem,40.83058,-73.9495,Private room,54,5,21,29/04/2019,0.34,4,187
4791,10657357,Ivan,Manhattan,Washington Heights,40.83132,-73.94101,Private room,50,5,24,27/06/2019,0.39,4,177
4792,10657357,Ivan,Manhattan,Washington Heights,40.83328,-73.94511,Private room,51,6,20,15/06/2019,0.33,4,258
4793,17130866,Thomas,Manhattan,Hell's Kitchen,40.76496,-73.99073,Private room,99,3,10,15/07/2018,0.58,1,0
4794,17132728,Nick,Manhattan,Upper West Side,40.7939,-73.97485,Entire home/apt,290,7,1,22/09/2016,0.03,1,0
4795,39304,Andrea,Brooklyn,Williamsburg,40.71852,-73.94165,Entire home/apt,240,365,0,,,1,363
4796,16286162,Pat,Bronx,Allerton,40.86677,-73.85938,Private room,49,2,114,29/06/2019,1.87,4,240
4797,178784,Michael,Brooklyn,Boerum Hill,40.68572,-73.98602,Entire home/apt,115,3,6,15/09/2017,0.1,1,0
4798,17151343,Ayodele,Brooklyn,Crown Heights,40.67132,-73.9325,Private room,78,21,60,01/12/2016,0.99,1,0
4799,17153037,Janice,Brooklyn,Bushwick,40.69195,-73.92068,Entire home/apt,125,7,25,13/08/2018,0.41,1,270
4800,5851210,Amy,Manhattan,East Harlem,40.79191,-73.94433,Entire home/apt,135,3,225,01/07/2019,3.69,2,13
4801,17156530,Lily,Manhattan,Battery Park City,40.71062,-74.01537,Private room,110,1,0,,,1,0
4802,17157906,Brendon,Manhattan,Financial District,40.70765,-74.00761,Entire home/apt,205,2,8,01/01/2017,0.16,1,0
4803,17161465,Judette,Manhattan,Harlem,40.82967,-73.94428,Entire home/apt,95,30,36,30/04/2019,0.61,1,245
4804,17169449,Kip,Brooklyn,Bushwick,40.69502,-73.90645,Private room,55,3,225,30/06/2019,3.7,1,15
4805,17170345,Carl,Brooklyn,Brownsville,40.66682,-73.92303,Private room,47,2,118,10/06/2019,1.99,1,310
4806,17171419,Mordechai,Manhattan,Washington Heights,40.85083,-73.9287,Private room,39,4,48,12/06/2019,0.82,2,12
4807,17190169,Craig,Manhattan,Chelsea,40.7476,-73.99195,Entire home/apt,349,5,19,04/05/2019,0.45,1,358
4808,17196239,Sabine,Brooklyn,Williamsburg,40.71082,-73.95186,Entire home/apt,250,1,7,26/04/2019,0.12,1,170
4809,4903508,Dee,Manhattan,East Village,40.73165,-73.98715,Entire home/apt,290,7,90,14/06/2019,1.53,1,41
4810,1649108,Allie,Brooklyn,Vinegar Hill,40.7044,-73.98153,Private room,85,1,83,31/05/2019,1.51,3,21
4811,2574806,Liz,Brooklyn,Bushwick,40.69349,-73.92211,Entire home/apt,170,2,1,09/12/2015,0.02,1,0
4812,1964249,Stina,Manhattan,Lower East Side,40.72012,-73.99092,Entire home/apt,146,11,50,04/06/2019,0.82,1,0
4813,17206543,Griffin,Queens,Astoria,40.77056,-73.92159,Entire home/apt,99,2,7,04/09/2018,0.12,1,0
4814,3640784,Marta,Brooklyn,Prospect Heights,40.68148,-73.96674,Entire home/apt,150,3,25,06/07/2019,0.42,1,18
4815,5722995,Blake,Brooklyn,Williamsburg,40.71122,-73.94893,Entire home/apt,240,2,87,28/06/2019,1.46,1,77
4816,17218916,Randall,Brooklyn,Williamsburg,40.7117,-73.96321,Entire home/apt,500,2,48,05/05/2019,0.8,1,365
4817,4345336,Steve,Queens,Sunnyside,40.7468,-73.92218,Private room,48,2,33,28/06/2019,0.92,1,113
4818,17241205,Abigail,Brooklyn,Williamsburg,40.70791,-73.93396,Entire home/apt,129,1,21,05/09/2016,0.36,1,0
4819,16345041,Han,Manhattan,Hell's Kitchen,40.76477,-73.98542,Entire home/apt,750,3,16,19/08/2015,0.27,1,365
4820,17243187,Lana,Manhattan,SoHo,40.72511,-74.00016,Entire home/apt,180,5,9,14/04/2019,0.15,1,87
4821,12483101,FLora,Queens,Long Island City,40.76844,-73.93819,Private room,70,3,1,25/08/2018,0.09,1,342
4822,17256091,Timothy,Manhattan,Upper East Side,40.77565,-73.95086,Entire home/apt,150,2,0,,,1,0
4823,17247205,Laura,Brooklyn,Park Slope,40.66891,-73.97987,Entire home/apt,240,1,1,31/10/2017,0.05,1,0
4824,7398990,Laura,Brooklyn,Park Slope,40.67505,-73.97795,Entire home/apt,100,5,10,05/01/2018,0.17,1,0
4825,10665748,Gabi,Manhattan,East Village,40.73005,-73.98525,Entire home/apt,122,30,7,16/05/2019,0.12,1,339
4826,17272284,Geoffrey,Manhattan,Upper East Side,40.76349,-73.95969,Entire home/apt,400,3,9,28/04/2019,0.36,2,0
4827,16286162,Pat,Bronx,Allerton,40.86689,-73.85776,Private room,47,2,75,05/07/2018,1.27,4,172
4828,17289499,Laura,Brooklyn,Prospect Heights,40.67998,-73.96743,Entire home/apt,140,3,12,04/09/2017,0.2,1,4
4829,17292935,Anne,Bronx,Mott Haven,40.81055,-73.92482,Private room,55,1,231,22/06/2019,3.95,2,16
4830,4274268,Konstantino,Brooklyn,Crown Heights,40.67183,-73.95491,Entire home/apt,110,4,3,03/01/2016,0.05,1,0
4831,17299359,Lionel,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95792,Entire home/apt,175,3,1,24/10/2014,0.02,2,365
4832,11081628,Arjun,Manhattan,Civic Center,40.71663,-74.00231,Entire home/apt,80,7,6,29/05/2018,0.18,1,0
4833,16914467,Sharon,Manhattan,Midtown,40.75812,-73.96171,Entire home/apt,150,2,4,10/11/2016,0.07,1,0
4834,13148521,Kira,Manhattan,Upper West Side,40.79037,-73.97195,Entire home/apt,200,4,4,11/08/2015,0.07,1,0
4835,17315514,Ana,Brooklyn,Sunset Park,40.66201,-73.99719,Private room,50,10,1,08/11/2016,0.03,2,0
4836,17318747,Jay,Manhattan,Upper East Side,40.77343,-73.95979,Private room,99,1,21,15/06/2019,0.47,2,82
4837,5634395,Sarah,Manhattan,Harlem,40.82186,-73.95672,Private room,60,7,11,26/08/2018,0.18,2,0
4838,7356757,Casey,Manhattan,Greenwich Village,40.73232,-74.0002,Entire home/apt,225,1,39,18/06/2019,2.73,1,49
4839,17339848,Elizabeth,Manhattan,Washington Heights,40.85529,-73.9398,Entire home/apt,175,3,5,09/09/2016,0.08,1,0
4840,6045456,Daniel,Brooklyn,Williamsburg,40.71409,-73.93979,Private room,60,7,16,05/04/2019,0.26,1,313
4841,17198795,Julie,Manhattan,Upper East Side,40.78284,-73.94825,Entire home/apt,255,2,1,28/09/2015,0.02,1,341
4842,8697041,Gaspard,Brooklyn,Williamsburg,40.71266,-73.94829,Private room,75,15,4,30/09/2015,0.07,2,0
4843,17347275,Jean-Cosme,Brooklyn,Gowanus,40.68094,-73.98205,Entire home/apt,190,3,2,16/08/2015,0.03,1,0
4844,17051201,G,Brooklyn,Park Slope,40.67224,-73.97837,Entire home/apt,495,3,15,27/05/2019,0.27,3,198
4845,13637847,Sasha,Brooklyn,Crown Heights,40.67432,-73.95949,Entire home/apt,98,5,11,17/06/2019,0.18,1,188
4846,14509754,Wally,Brooklyn,Williamsburg,40.71936,-73.96181,Private room,150,1,0,,,1,364
4847,634096,Naomi,Brooklyn,Williamsburg,40.71644,-73.95876,Entire home/apt,250,1,0,,,1,0
4848,17389236,Emilie,Manhattan,Harlem,40.80493,-73.95677,Entire home/apt,215,1,107,22/06/2019,1.8,1,47
4849,17130308,David Jerome,Brooklyn,Williamsburg,40.72154,-73.95449,Entire home/apt,200,5,7,02/01/2016,0.12,1,0
4850,666862,Amy,Brooklyn,Clinton Hill,40.68266,-73.96743,Entire home/apt,100,2,45,27/11/2016,0.98,1,0
4851,2533026,Omar,Brooklyn,Williamsburg,40.71204,-73.95628,Entire home/apt,200,30,0,,,1,0
4852,178551,Jena,Manhattan,Harlem,40.81525,-73.95279,Entire home/apt,200,6,0,,,1,0
4853,9604972,Alexia,Manhattan,Lower East Side,40.7212,-73.98893,Entire home/apt,110,1,1,09/08/2014,0.02,1,0
4854,17430718,Natasha,Manhattan,Harlem,40.81511,-73.94315,Entire home/apt,115,3,64,19/06/2019,1.05,2,211
4855,5220670,Jonathon,Manhattan,East Harlem,40.80278,-73.94001,Private room,75,1,3,04/10/2015,0.05,1,0
4856,17159358,Richard,Manhattan,West Village,40.73476,-74.001,Entire home/apt,289,1,7,24/09/2015,0.12,1,0
4857,10698270,Evgenia,Manhattan,Upper East Side,40.76717,-73.95532,Private room,95,1,202,27/05/2019,3.31,2,263
4858,1384256,Jenny,Manhattan,Lower East Side,40.71812,-73.98619,Entire home/apt,197,1,285,30/06/2019,4.83,1,8
4859,17456385,Kelsey,Manhattan,Hell's Kitchen,40.76753,-73.98397,Entire home/apt,150,1,0,,,1,0
4860,17457445,Kermit & Azadeh,Queens,Ridgewood,40.70706,-73.91437,Entire home/apt,225,7,0,,,1,0
4861,12220316,Mary,Brooklyn,Fort Greene,40.6857,-73.97088,Entire home/apt,375,3,6,27/08/2018,0.1,1,252
4862,4060346,"Lisa, Nancy & John",Staten Island,Eltingville,40.54268,-74.16254,Private room,56,1,145,05/07/2019,2.38,1,258
4863,1535732,Pablo,Manhattan,Upper West Side,40.78478,-73.97668,Entire home/apt,225,15,15,16/06/2019,0.45,1,266
4864,17475146,C,Manhattan,East Harlem,40.80409,-73.93988,Entire home/apt,70,7,1,28/07/2014,0.02,1,0
4865,17477908,Mat,Manhattan,Upper West Side,40.79098,-73.96745,Entire home/apt,264,30,6,24/05/2018,0.1,10,281
4866,17477908,Mat,Manhattan,Upper West Side,40.79219,-73.96862,Entire home/apt,199,30,11,24/04/2019,0.19,10,365
4867,17051201,G,Brooklyn,Park Slope,40.6705,-73.97954,Entire home/apt,149,2,19,07/04/2019,0.33,3,28
4868,1499484,Tom,Brooklyn,Red Hook,40.67851,-74.01591,Entire home/apt,142,1,169,24/06/2019,2.8,2,306
4869,17479416,Tae,Manhattan,East Harlem,40.80422,-73.93841,Entire home/apt,299,4,58,22/06/2019,0.97,2,324
4870,16718001,Nicholas,Brooklyn,Bedford-Stuyvesant,40.68887,-73.95013,Entire home/apt,50,3,15,21/06/2016,0.25,1,0
4871,12949460,Asa,Brooklyn,Park Slope,40.67926,-73.97711,Entire home/apt,160,1,488,01/07/2019,8.14,1,269
4872,5810978,Ala,Brooklyn,Bedford-Stuyvesant,40.68422,-73.95666,Entire home/apt,127,4,142,28/05/2019,2.34,1,2
4873,4374828,Michelle,Brooklyn,Clinton Hill,40.68407,-73.96715,Entire home/apt,110,3,39,01/01/2019,0.85,1,0
4874,6230230,John,Manhattan,Lower East Side,40.71922,-73.98472,Private room,69,2,36,30/06/2019,0.6,3,5
4875,17299359,Lionel,Brooklyn,Bedford-Stuyvesant,40.68448,-73.95854,Entire home/apt,175,3,4,02/11/2014,0.07,2,365
4876,3395227,Brian,Manhattan,East Village,40.72402,-73.98771,Entire home/apt,179,5,72,22/11/2016,1.18,1,0
4877,17527788,Taylor,Brooklyn,Bushwick,40.69642,-73.93361,Entire home/apt,144,1,51,15/06/2019,0.84,2,85
4878,4320908,David,Manhattan,Nolita,40.72044,-73.99645,Entire home/apt,175,7,0,,,1,0
4879,6707119,Parnell,Manhattan,Harlem,40.8079,-73.94887,Entire home/apt,150,1,1,30/12/2014,0.02,1,0
4880,3841446,Tony,Brooklyn,Williamsburg,40.71023,-73.95688,Entire home/apt,109,2,214,27/06/2019,4.58,1,127
4881,2553182,Esty,Manhattan,Upper East Side,40.77097,-73.94848,Entire home/apt,350,1,0,,,1,0
4882,17208512,Aleksandar,Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,28/04/2019,0.08,1,0
4883,17568735,William,Manhattan,Harlem,40.82639,-73.94186,Entire home/apt,135,3,3,08/09/2015,0.05,1,0
4884,3250450,Petya,Queens,Maspeth,40.74064,-73.89956,Private room,39,30,0,,,18,352
4885,3250450,Petya,Queens,Astoria,40.771,-73.92563,Private room,38,30,8,12/06/2019,0.14,18,358
4886,15697051,Assiati,Brooklyn,Bedford-Stuyvesant,40.68885,-73.92354,Entire home/apt,195,2,231,22/06/2019,3.82,1,251
4887,17266994,Tom,Manhattan,Morningside Heights,40.8081,-73.95647,Entire home/apt,146,3,91,06/06/2019,1.52,2,223
4888,17592620,Paul,Brooklyn,Williamsburg,40.71788,-73.96021,Entire home/apt,318,5,19,01/06/2019,0.32,1,268
4889,721833,Joshua,Manhattan,Kips Bay,40.74593,-73.97915,Entire home/apt,184,3,0,,,1,0
4890,17601262,Enrico,Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,27/06/2019,2.52,2,283
4891,16677326,Alex And Zeena,Manhattan,Chelsea,40.74977,-73.99647,Private room,85,1,145,24/06/2019,3.48,12,342
4892,17604079,Meghan,Manhattan,Harlem,40.80724,-73.94739,Entire home/apt,170,1,1,05/08/2014,0.02,1,0
4893,17618198,Edvaldo,Queens,Ditmars Steinway,40.77902,-73.90768,Private room,100,2,2,22/09/2014,0.03,1,365
4894,6145540,Eddie,Manhattan,Nolita,40.7208,-73.99436,Entire home/apt,350,4,8,06/05/2017,0.13,1,196
4895,10034987,Izzy,Manhattan,Upper West Side,40.78273,-73.97319,Entire home/apt,199,3,25,31/12/2016,0.42,1,0
4896,380728,Ligeia,Brooklyn,Williamsburg,40.71119,-73.96703,Private room,77,6,17,01/09/2015,0.29,1,188
4897,11308483,Nathan,Manhattan,Kips Bay,40.73877,-73.98171,Private room,80,1,2,11/07/2014,0.03,1,0
4898,17658078,Richard,Bronx,Mott Haven,40.81049,-73.9043,Private room,79,2,11,19/03/2016,0.19,1,0
4899,17671787,Nicole,Brooklyn,Bushwick,40.69601,-73.92236,Private room,550,3,5,05/06/2015,0.1,1,358
4900,130216,Maria,Brooklyn,Brooklyn Heights,40.69088,-73.99416,Entire home/apt,155,5,7,17/07/2018,0.12,1,17
4901,17681072,Brooks,Manhattan,Greenwich Village,40.73331,-73.9941,Entire home/apt,275,30,12,25/09/2016,0.2,1,358
4902,17347754,Benjamin,Brooklyn,Williamsburg,40.71187,-73.93593,Entire home/apt,119,2,10,09/10/2017,0.18,1,0
4903,17682043,Adi,Brooklyn,Greenpoint,40.73689,-73.95488,Entire home/apt,85,20,5,31/07/2017,0.09,1,0
4904,17682312,Arnold,Manhattan,Harlem,40.82947,-73.95104,Private room,84,1,0,,,1,0
4905,17616305,Gabrielle,Manhattan,Harlem,40.82774,-73.9508,Private room,90,2,127,06/07/2019,2.15,1,58
4906,617127,Amy,Brooklyn,Crown Heights,40.67619,-73.94389,Entire home/apt,135,5,53,24/06/2019,0.9,1,191
4907,4904811,Megan,Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,16/06/2019,3.79,1,125
4908,6153186,Michael,Brooklyn,Williamsburg,40.71784,-73.95521,Entire home/apt,150,1,5,17/12/2015,0.08,1,0
4909,4847926,Shelley,Brooklyn,Flatbush,40.64246,-73.95443,Private room,38,3,76,03/06/2019,1.3,3,253
4910,1475015,Mike,Manhattan,Kips Bay,40.74318,-73.97858,Entire home/apt,87,30,4,30/06/2019,0.07,52,343
4911,17711637,Carrie,Brooklyn,Kensington,40.6451,-73.97798,Entire home/apt,210,5,3,13/08/2018,0.05,1,0
4912,5407403,Marissa,Manhattan,Inwood,40.86176,-73.93082,Private room,80,2,50,21/05/2017,0.83,1,6
4913,17719747,Rhonda,Brooklyn,Fort Greene,40.68902,-73.96976,Entire home/apt,250,3,20,23/06/2019,0.39,1,323
4914,17730490,Ashley,Manhattan,Chelsea,40.74252,-73.9975,Entire home/apt,175,1,18,11/05/2016,0.31,1,0
4915,922478,Brad,Brooklyn,Clinton Hill,40.6825,-73.95888,Private room,65,1,52,09/06/2019,0.87,2,82
4916,17737666,Allie,Manhattan,East Village,40.73136,-73.98714,Entire home/apt,140,1,48,17/01/2016,0.81,1,0
4917,17739111,Christopher,Manhattan,Harlem,40.80297,-73.95132,Entire home/apt,129,4,17,24/06/2019,0.28,1,64
4918,515946,Jonathan,Manhattan,East Village,40.73041,-73.9896,Entire home/apt,159,4,45,12/06/2019,0.75,1,87
4919,10628463,Pat & Ray,Queens,Fresh Meadows,40.75037,-73.79154,Private room,125,7,0,,,1,365
4920,4254072,Sean,Manhattan,West Village,40.73022,-74.00421,Entire home/apt,249,3,44,21/06/2019,0.74,1,332
4921,14902860,Velma,Brooklyn,Bedford-Stuyvesant,40.68388,-73.94427,Entire home/apt,151,5,52,19/06/2019,0.91,5,333
4922,6491377,Zaineb,Brooklyn,Bedford-Stuyvesant,40.69334,-73.94608,Private room,79,4,70,24/06/2019,1.19,1,308
4923,9952523,Fabi,Brooklyn,Crown Heights,40.66919,-73.95079,Entire home/apt,125,3,10,10/03/2017,0.22,1,0
4924,228012,Kev,Manhattan,Harlem,40.81792,-73.94236,Entire home/apt,135,5,76,06/07/2019,1.28,1,257
4925,7665324,Edward,Manhattan,Lower East Side,40.72274,-73.99169,Entire home/apt,151,2,5,08/04/2019,0.1,2,46
4926,17773625,Josie,Manhattan,Tribeca,40.72113,-74.00478,Entire home/apt,600,3,73,14/06/2019,1.23,1,282
4927,12291588,Maximus,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92975,Entire home/apt,59,1,142,01/07/2019,2.63,1,318
4928,1457351,Michael,Manhattan,Lower East Side,40.72007,-73.99078,Entire home/apt,273,4,85,05/07/2019,1.41,1,91
4929,12337318,Andrew,Manhattan,Harlem,40.82435,-73.94507,Private room,70,2,28,26/04/2019,0.82,2,80
4930,17781037,Gideon & Chantal,Manhattan,Harlem,40.82447,-73.95076,Private room,95,1,2,20/10/2014,0.03,1,0
4931,254846,Brendan,Brooklyn,Bedford-Stuyvesant,40.68837,-73.9256,Entire home/apt,399,3,49,12/06/2019,0.96,4,269
4932,9510645,Rylan,Brooklyn,Bushwick,40.70399,-73.92813,Private room,96,1,332,06/07/2019,5.57,2,355
4933,6828085,Ricardo,Manhattan,West Village,40.73622,-74.00147,Shared room,110,1,47,03/06/2019,0.81,1,362
